,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
801,2015-08-18,5917.407778024071,4713.839203491277,6802.203281961918,5917.407602832544,5917.407868894203,-119.31260939224515,-119.31260939224515,-119.31260939224515,223.67378074041,223.67378074041,223.67378074041,-342.9863901326551,-342.9863901326551,-342.9863901326551,0.0,0.0,0.0,5798.095168631826
802,2015-08-19,5918.152099099909,4392.183596372594,6461.901588893098,5918.151911713011,5918.152201110721,-562.9613754307765,-562.9613754307765,-562.9613754307765,-203.0460670172262,-203.0460670172262,-203.0460670172262,-359.91530841355035,-359.91530841355035,-359.91530841355035,0.0,0.0,0.0,5355.190723669132
803,2015-08-20,5918.896420175746,4333.122374853927,6379.065620909067,5918.896211506029,5918.896545488553,-558.9687839183202,-558.9687839183202,-558.9687839183202,-183.01297054900746,-183.01297054900746,-183.01297054900746,-375.9558133693128,-375.9558133693128,-375.9558133693128,0.0,0.0,0.0,5359.927636257426
804,2015-08-21,5919.640741251583,4512.661295430128,6624.224635292856,5919.640494467938,5919.640885128006,-325.2101018801094,-325.2101018801094,-325.2101018801094,65.94282505975065,65.94282505975065,65.94282505975065,-391.15292693986,-391.15292693986,-391.15292693986,0.0,0.0,0.0,5594.430639371473
805,2015-08-22,5920.38506232742,3713.6936826089095,5787.6947140777465,5920.38479862312,5920.385229543797,-1124.7178844577002,-1124.7178844577002,-1124.7178844577002,-719.1742860254915,-719.1742860254915,-719.1742860254915,-405.5435984322086,-405.5435984322086,-405.5435984322086,0.0,0.0,0.0,4795.66717786972
806,2015-08-23,5921.129383403257,4248.810158869448,6342.966218199067,5921.129093994613,5921.12957999243,-616.5747811360585,-616.5747811360585,-616.5747811360585,-197.42391577868517,-197.42391577868517,-197.42391577868517,-419.15086535737333,-419.15086535737333,-419.15086535737333,0.0,0.0,0.0,5304.554602267198
807,2015-08-24,5921.873704479094,5485.759735851317,7618.999872209428,5921.873391555826,5921.873917926758,581.0618319702811,581.0618319702811,581.0618319702811,1013.04063356966,1013.04063356966,1013.04063356966,-431.9788015993789,-431.9788015993789,-431.9788015993789,0.0,0.0,0.0,6502.935536449375
808,2015-08-25,5922.618025554931,4598.292944580604,6792.898952916,5922.617675667688,5922.618252847024,-220.33467506911467,-220.33467506911467,-220.33467506911467,223.67378073997972,223.67378073997972,223.67378073997972,-444.00845580909436,-444.00845580909436,-444.00845580909436,0.0,0.0,0.0,5702.283350485816
809,2015-08-26,5923.362346630768,4275.239325746679,6315.910855754892,5923.36195938379,5923.362614613409,-658.2410158023969,-658.2410158023969,-658.2410158023969,-203.04606701737,-203.04606701737,-203.04606701737,-455.1949487850269,-455.1949487850269,-455.1949487850269,0.0,0.0,0.0,5265.121330828371
810,2015-08-27,5924.106667706605,4191.741227342543,6330.751816602484,5924.106243902626,5924.106967748764,-648.4788294148054,-648.4788294148054,-648.4788294148054,-183.01297054951547,-183.01297054951547,-183.01297054951547,-465.46585886529,-465.46585886529,-465.46585886529,0.0,0.0,0.0,5275.627838291799
811,2015-08-28,5924.850988782441,4450.084054585461,6612.059751375443,5924.850534816365,5924.851323588886,-408.77815519354874,-408.77815519354874,-408.77815519354874,65.94282505905406,65.94282505905406,65.94282505905406,-474.7209802526028,-474.7209802526028,-474.7209802526028,0.0,0.0,0.0,5516.0728335888925
812,2015-08-29,5925.5953098582795,3541.4298141184645,5751.937614798911,5925.594828327953,5925.595695806394,-1202.0077781058255,-1202.0077781058255,-1202.0077781058255,-719.1742860240777,-719.1742860240777,-719.1742860240777,-482.8334920817477,-482.8334920817477,-482.8334920817477,0.0,0.0,0.0,4723.587531752454
813,2015-08-30,5926.339630934116,4193.529187470684,6216.5199277652455,5926.339132506917,5926.340067708113,-687.0764431700176,-687.0764431700176,-687.0764431700176,-197.42391577928683,-197.42391577928683,-197.42391577928683,-489.65252739073077,-489.65252739073077,-489.65252739073077,0.0,0.0,0.0,5239.263187764099
814,2015-08-31,5927.083952009953,5433.000154586542,7453.941244278296,5927.083432042363,5927.084426467896,518.0335510976462,518.0335510976462,518.0335510976462,1013.0406335711236,1013.0406335711236,1013.0406335711236,-495.0070824734774,-495.0070824734774,-495.0070824734774,0.0,0.0,0.0,6445.117503107599
815,2015-09-01,5927.828273085789,4627.869109867834,6721.724739806016,5927.827720438795,5927.8287733687475,-275.0373791662979,-275.0373791662979,-275.0373791662979,223.673780741736,223.673780741736,223.673780741736,-498.7111599080339,-498.7111599080339,-498.7111599080339,0.0,0.0,0.0,5652.790893919491
816,2015-09-02,5928.5725941616265,4116.746347227089,6237.726306932516,5928.5720123811625,5928.573151372935,-703.6160613516055,-703.6160613516055,-703.6160613516055,-203.04606701719,-203.04606701719,-203.04606701719,-500.5699943344155,-500.5699943344155,-500.5699943344155,0.0,0.0,0.0,5224.956532810021
817,2015-09-03,5929.316915237464,4157.001084316572,6312.96456200305,5929.31628710346,5929.317524535528,-683.4001407667884,-683.4001407667884,-683.4001407667884,-183.01297054898336,-183.01297054898336,-183.01297054898336,-500.387170217805,-500.387170217805,-500.387170217805,0.0,0.0,0.0,5245.916774470676
818,2015-09-04,5930.0612363133005,4458.483841838086,6594.798065987682,5930.0605516306605,5930.061875193506,-432.02958157043076,-432.02958157043076,-432.02958157043076,65.94282505835741,65.94282505835741,65.94282505835741,-497.9724066287882,-497.9724066287882,-497.9724066287882,0.0,0.0,0.0,5498.03165474287
819,2015-09-05,5930.805557389138,3623.622775238187,5681.595609337281,5930.804839910173,5930.806242294512,-1212.324042652027,-1212.324042652027,-1212.324042652027,-719.1742860252972,-719.1742860252972,-719.1742860252972,-493.14975662672964,-493.14975662672964,-493.14975662672964,0.0,0.0,0.0,4718.481514737111
820,2015-09-06,5931.549878464974,4235.2853500695555,6313.146715598363,5931.549113354819,5931.5505949006865,-683.1898648250009,-683.1898648250009,-683.1898648250009,-197.42391578115422,-197.42391578115422,-197.42391578115422,-485.76594904384666,-485.76594904384666,-485.76594904384666,0.0,0.0,0.0,5248.360013639974
821,2015-09-07,5932.294199540811,5467.044359771054,7544.262637955769,5932.293395275916,5932.294963797974,537.3420445426636,537.3420445426636,537.3420445426636,1013.0406335698873,1013.0406335698873,1013.0406335698873,-475.6985890272235,-475.6985890272235,-475.6985890272235,0.0,0.0,0.0,6469.636244083475
822,2015-09-08,5933.038520616648,4584.254480371167,6755.730724043999,5933.037660497134,5933.039324610089,-239.19015029755306,-239.19015029755306,-239.19015029755306,223.6737807408347,223.6737807408347,223.6737807408347,-462.86393103838776,-462.86393103838776,-462.86393103838776,0.0,0.0,0.0,5693.848370319095
823,2015-09-09,5933.782841692486,4232.689644697908,6327.074334154628,5933.781961360208,5933.783685798241,-650.2700113207991,-650.2700113207991,-650.2700113207991,-203.04606701701005,-203.04606701701005,-203.04606701701005,-447.2239443037891,-447.2239443037891,-447.2239443037891,0.0,0.0,0.0,5283.5128303716865
824,2015-09-10,5934.527162768322,4260.659651919345,6416.3236578124715,5934.526267651751,5934.5280570046725,-611.8053764221457,-611.8053764221457,-611.8053764221457,-183.0129705491295,-183.0129705491295,-183.0129705491295,-428.7924058730162,-428.7924058730162,-428.7924058730162,0.0,0.0,0.0,5322.7217863461765
825,2015-09-11,5935.271483844159,4689.482689228222,6557.499604521644,5935.270573445366,5935.272418085175,-341.69695504153333,-341.69695504153333,-341.69695504153333,65.94282505766084,65.94282505766084,65.94282505766084,-407.6397800991941,-407.6397800991941,-407.6397800991941,0.0,0.0,0.0,5593.5745288026255
826,2015-09-12,5936.015804919997,3739.2221470564687,5869.49585504146,5936.014875591934,5936.016787297947,-1103.07096092572,-1103.07096092572,-1103.07096092572,-719.174286025959,-719.174286025959,-719.174286025959,-383.896674899761,-383.896674899761,-383.896674899761,0.0,0.0,0.0,4832.944843994277
827,2015-09-13,5936.760125995834,4320.949713177984,6367.725370478948,5936.759159993308,5936.761140798841,-555.179619498447,-555.179619498447,-555.179619498447,-197.42391578054173,-197.42391578054173,-197.42391578054173,-357.75570371790536,-357.75570371790536,-357.75570371790536,0.0,0.0,0.0,5381.5805064973865
828,2015-09-14,5937.50444707167,5546.072040249321,7700.384354436329,5937.503411419422,5937.505495952923,683.5690069586312,683.5690069586312,683.5690069586312,1013.0406335703873,1013.0406335703873,1013.0406335703873,-329.47162661175594,-329.47162661175594,-329.47162661175594,0.0,0.0,0.0,6621.073454030302
829,2015-09-15,5938.248768147507,4770.672686931467,6937.949852127353,5938.24770172432,5938.2498669674005,-75.68591234528276,-75.68591234528276,-75.68591234528276,223.67378073993348,223.67378073993348,223.67378073993348,-299.35969308521624,-299.35969308521624,-299.35969308521624,0.0,0.0,0.0,5862.562855802224
830,2015-09-16,5938.993089223345,4448.1112103337055,6448.882707202742,5938.991979865781,5938.994218661907,-470.8382287379205,-470.8382287379205,-470.8382287379205,-203.04606701703867,-203.04606701703867,-203.04606701703867,-267.7921617208818,-267.7921617208818,-267.7921617208818,0.0,0.0,0.0,5468.154860485424
831,2015-09-17,5939.737410299182,4439.351293243478,6615.170423048088,5939.736245375389,5939.738567474893,-418.2059964175843,-418.2059964175843,-418.2059964175843,-183.01297054895926,-183.01297054895926,-183.01297054895926,-235.19302586862509,-235.19302586862509,-235.19302586862509,0.0,0.0,0.0,5521.5314138815975
832,2015-09-18,5940.481731375018,4735.067930630444,6833.360864026138,5940.480531350363,5940.482904797898,-136.08820391507766,-136.08820391507766,-136.08820391507766,65.94282505929556,65.94282505929556,65.94282505929556,-202.0310289743732,-202.0310289743732,-202.0310289743732,0.0,0.0,0.0,5804.393527459941
833,2015-09-19,5941.226052450856,3996.2073083262026,6164.625446069501,5941.224812500766,5941.22725860822,-887.9853920406234,-887.9853920406234,-887.9853920406234,-719.1742860245449,-719.1742860245449,-719.1742860245449,-168.81110601607844,-168.81110601607844,-168.81110601607844,0.0,0.0,0.0,5053.2406604102325
834,2015-09-20,5941.970373526692,4494.912005150449,6658.654778947815,5941.969073723571,5941.9716290192055,-333.48835311920334,-333.48835311920334,-333.48835311920334,-197.42391577992936,-197.42391577992936,-197.42391577992936,-136.06443733927398,-136.06443733927398,-136.06443733927398,0.0,0.0,0.0,5608.482020407489
835,2015-09-21,5942.71469460253,5882.2538954799375,7897.483291181772,5942.713357400155,5942.715991261982,908.7032871049798,908.7032871049798,908.7032871049798,1013.040633570887,1013.040633570887,1013.040633570887,-104.33734646590733,-104.33734646590733,-104.33734646590733,0.0,0.0,0.0,6851.417981707509
836,2015-09-22,5943.459015678367,5041.263835505901,7116.475375266184,5943.457643979607,5943.460351952002,149.49446795005736,149.49446795005736,149.49446795005736,223.67378073903217,223.67378073903217,223.67378073903217,-74.17931278897478,-74.17931278897478,-74.17931278897478,0.0,0.0,0.0,6092.953483628425
837,2015-09-23,5944.2033367542035,4752.888896604533,6720.554696875293,5944.201917688382,5944.204731833842,-249.17646924372698,-249.17646924372698,-249.17646924372698,-203.04606701674368,-203.04606701674368,-203.04606701674368,-46.13040222698327,-46.13040222698327,-46.13040222698327,0.0,0.0,0.0,5695.026867510476
838,2015-09-24,5944.94765783004,4643.764494790658,6858.045730123159,5944.9461826258375,5944.949108279994,-203.72141342934415,-203.72141342934415,-203.72141342934415,-183.0129705491054,-183.0129705491054,-183.0129705491054,-20.70844288023874,-20.70844288023874,-20.70844288023874,0.0,0.0,0.0,5741.226244400696
839,2015-09-25,5945.691978905877,4972.933343209587,7087.984058139652,5945.690453709754,5945.693476620845,67.54653737783697,67.54653737783697,67.54653737783697,65.9428250585989,65.9428250585989,65.9428250585989,1.6037123192380744,1.6037123192380744,1.6037123192380744,0.0,0.0,0.0,6013.238516283714
840,2015-09-26,5946.436299981715,4147.561228075833,6317.038761908101,5946.434737421582,5946.437839909266,-698.8037974574925,-698.8037974574925,-698.8037974574925,-719.1742860252067,-719.1742860252067,-719.1742860252067,20.37048856771419,20.37048856771419,20.37048856771419,0.0,0.0,0.0,5247.632502524222
841,2015-09-27,5947.180621057551,4653.752198523267,6822.979452344467,5947.179012865745,5947.182217217795,-162.2088009736304,-162.2088009736304,-162.2088009736304,-197.42391577805148,-197.42391577805148,-197.42391577805148,35.2151148044211,35.2151148044211,35.2151148044211,0.0,0.0,0.0,5784.971820083921
842,2015-09-28,5947.924942133388,5908.403855533458,8037.489612253282,5947.923275491821,5947.926592244549,1058.8706768649063,1058.8706768649063,1058.8706768649063,1013.0406335706144,1013.0406335706144,1013.0406335706144,45.83004329429191,45.83004329429191,45.83004329429191,0.0,0.0,0.0,7006.795618998294
843,2015-09-29,5948.6692632092245,5124.243203822906,7235.4607661674745,5948.667575530533,5948.670962416278,275.6597390459026,275.6597390459026,275.6597390459026,223.6737807407884,223.6737807407884,223.6737807407884,51.98595830511431,51.98595830511431,51.98595830511431,0.0,0.0,0.0,6224.329002255127
